,price,brand,year,title_status,mileage,color,state,country,condition
106,8700,ford,2018,clean vehicle,21405.0,white,south carolina, usa,21 hours left
107,18003,chevrolet,2017,clean vehicle,19117.0,no_color,michigan, usa,17 hours left
108,8530,ford,2017,clean vehicle,42104.0,black,texas, usa,2 days left
109,23100,dodge,2018,clean vehicle,49496.0,white,south carolina, usa,21 hours left
110,24500,cadillac,2017,clean vehicle,32418.0,white,michigan, usa,2 days left
111,7000,ford,2017,clean vehicle,29882.0,white,texas, usa,2 days left
112,17000,ford,2018,clean vehicle,34819.0,gold,south carolina, usa,21 hours left
113,34002,chevrolet,2017,clean vehicle,31923.0,white,michigan, usa,2 days left
114,6980,ford,2017,clean vehicle,29168.0,gray,texas, usa,2 days left
115,25000,dodge,2018,clean vehicle,28307.0,silver,michigan, usa,21 hours left
116,20802,chevrolet,2017,clean vehicle,33791.0,turquoise,michigan, usa,2 days left
117,9200,ford,2017,clean vehicle,21770.0,black,texas, usa,2 days left
118,26500,chrysler,2017,clean vehicle,18375.0,gray,michigan, usa,21 hours left
119,24802,chevrolet,2017,clean vehicle,14158.0,gray,michigan, usa,2 days left
120,7070,ford,2017,clean vehicle,30318.0,black,texas, usa,2 days left
121,28500,ford,2017,clean vehicle,48086.0,red,south carolina, usa,21 hours left
122,47500,cadillac,2017,clean vehicle,26562.0,black,michigan, usa,2 days left
123,23500,ford,2017,clean vehicle,57611.0,black,south carolina, usa,21 hours left
124,23505,chevrolet,2017,clean vehicle,47357.0,black,michigan, usa,2 hours left
125,10940,ford,2017,clean vehicle,84916.0,white,texas, usa,2 days left
126,32100,ford,2017,clean vehicle,24521.0,gray,south carolina, usa,21 hours left
127,53000,chevrolet,2018,clean vehicle,16105.0,black,washington, usa,21 hours left
128,6830,ford,2017,clean vehicle,35888.0,gold,texas, usa,2 days left
129,11900,dodge,2017,clean vehicle,59537.0,gray,south carolina, usa,21 hours left
130,26414,chevrolet,2017,clean vehicle,55222.0,black,michigan, usa,20 hours left
131,4160,dodge,2018,clean vehicle,32870.0,gray,florida, usa,17 hours left
132,19405,chevrolet,2017,clean vehicle,39687.0,silver,michigan, usa,3 hours left
133,5690,dodge,2018,clean vehicle,47085.0,silver,florida, usa,17 hours left
134,25900,chrysler,2017,clean vehicle,32224.0,silver,south carolina, usa,21 hours left
135,24005,chevrolet,2017,clean vehicle,51293.0,beige,michigan, usa,20 hours left
136,5090,dodge,2018,clean vehicle,42989.0,gray,florida, usa,17 hours left
137,19500,chrysler,2017,clean vehicle,31311.0,gray,arizona, usa,34 minutes
138,32012,chevrolet,2017,clean vehicle,46091.0,white,michigan, usa,2 days left
139,6800,dodge,2016,clean vehicle,49033.0,black,michigan, usa,2 days left
140,4260,dodge,2018,clean vehicle,33957.0,gray,florida, usa,16 hours left
141,0,dodge,2008,salvage insurance,177948.0,orange,utah, usa,2 days left
142,31802,chevrolet,2017,clean vehicle,19845.0,silver,michigan, usa,20 hours left
143,7210,dodge,2018,clean vehicle,38910.0,black,florida, usa,16 hours left
144,0,dodge,2014,salvage insurance,123660.0,silver,utah, usa,2 days left
145,28402,chevrolet,2017,clean vehicle,31234.0,black,michigan, usa,2 days left
146,6800,dodge,2018,clean vehicle,36767.0,gray,florida, usa,16 hours left
147,33300,cadillac,2015,clean vehicle,57932.0,gray,washington, usa,21 hours left
148,10780,dodge,2018,clean vehicle,19420.0,white,florida, usa,16 hours left
149,6700,ford,2014,clean vehicle,204155.0,beige,pennsylvania, usa,3 days left
150,20000,chevrolet,2016,clean vehicle,93493.0,white,washington, usa,21 hours left
151,6440,chrysler,2018,clean vehicle,20942.0,gray,florida, usa,17 hours left
152,19900,ford,2016,clean vehicle,86826.0,gray,south carolina, usa,21 hours left
153,37000,chevrolet,2015,clean vehicle,45787.0,white,washington, usa,21 hours left
154,4040,dodge,2018,clean vehicle,50765.0,red,florida, usa,16 hours left
155,22300,ford,2016,clean vehicle,62774.0,black,south carolina, usa,21 hours left
156,31200,chevrolet,2011,clean vehicle,76326.0,gray,washington, usa,21 hours left
157,4290,dodge,2018,clean vehicle,39029.0,white,florida, usa,16 hours left
158,22800,ford,2016,clean vehicle,72885.0,silver,south carolina, usa,21 hours left
159,19002,cadillac,2016,clean vehicle,46467.0,white,michigan, usa,20 hours left
160,4160,dodge,2018,clean vehicle,6743.0,gray,florida, usa,16 hours left
161,18500,ford,2016,clean vehicle,33514.0,white,south carolina, usa,21 hours left
162,39000,bmw,2016,clean vehicle,39917.0,blue,michigan, usa,2 days left
163,6060,dodge,2018,clean vehicle,32504.0,black,florida, usa,18 hours left
164,28800,ford,2016,clean vehicle,77638.0,white,south carolina, usa,21 hours left
165,40000,bmw,2016,clean vehicle,31727.0,gray,michigan, usa,2 days left
166,6140,dodge,2018,clean vehicle,52966.0,silver,florida, usa,16 hours left
167,21000,ford,2016,clean vehicle,24157.0,gray,south carolina, usa,21 hours left
168,20105,buick,2016,clean vehicle,51393.0,beige,michigan, usa,20 hours left
169,6760,dodge,2018,clean vehicle,35461.0,white,florida, usa,16 hours left
170,25800,ford,2014,clean vehicle,47055.0,brown,pennsylvania, usa,1 days left
171,39000,bmw,2016,clean vehicle,33110.0,black,michigan, usa,2 days left
172,5470,dodge,2018,clean vehicle,39721.0,black,florida, usa,16 hours left
173,14600,ford,2014,clean vehicle,75785.0,black,pennsylvania, usa,21 hours left
174,24502,chevrolet,2016,clean vehicle,33624.0,black,michigan, usa,20 hours left
175,15110,ford,2017,clean vehicle,42289.0,white,texas, usa,2 days left
176,7900,ford,2014,clean vehicle,79422.0,white,new york, usa,21 hours left
177,27305,chevrolet,2016,clean vehicle,28844.0,blue,michigan, usa,3 hours left
178,15290,ford,2017,clean vehicle,66582.0,white,texas, usa,2 days left
179,26500,ford,2015,clean vehicle,61436.0,silver,south carolina, usa,21 hours left
180,25502,chevrolet,2016,clean vehicle,58303.0,silver,michigan, usa,20 hours left
181,7320,ford,2017,clean vehicle,55618.0,white,texas, usa,2 days left
182,3800,chevrolet,2009,clean vehicle,261648.0,white,michigan, usa,2 days left
183,24502,chevrolet,2016,clean vehicle,33045.0,white,michigan, usa,20 hours left
184,4140,ford,2017,clean vehicle,40747.0,white,texas, usa,2 days left
185,1400,dodge,2002,clean vehicle,185460.0,black,michigan, usa,2 days left
186,18402,cadillac,2016,clean vehicle,26667.0,gray,michigan, usa,2 days left
187,4160,ford,2017,clean vehicle,37176.0,white,texas, usa,2 days left
188,175,chrysler,2000,salvage insurance,231240.0,red,north carolina, usa,3 days left
189,24503,chevrolet,2016,clean vehicle,18006.0,brown,michigan, usa,20 hours left
190,15840,ford,2017,clean vehicle,72445.0,white,texas, usa,2 days left
191,20500,ford,2014,clean vehicle,123355.0,black,south carolina, usa,21 hours left
192,21003,chevrolet,2016,clean vehicle,44116.0,silver,michigan, usa,32 minutes
193,4200,ford,2017,clean vehicle,60219.0,red,texas, usa,2 days left
194,17400,ford,2011,clean vehicle,135077.0,red,georgia, usa,21 hours left
195,32001,chevrolet,2016,clean vehicle,32058.0,black,michigan, usa,2 days left
196,0,ford,2017,clean vehicle,76858.0,white,texas, usa,2 days left
197,15700,ford,2011,clean vehicle,309564.0,white,south carolina, usa,21 hours left
198,31009,chevrolet,2016,clean vehicle,33928.0,white,michigan, usa,2 days left
199,3740,ford,2017,clean vehicle,90618.0,white,texas, usa,2 days left
200,5000,dodge,2001,clean vehicle,109360.0,white,georgia, usa,21 hours left
201,31002,chevrolet,2016,clean vehicle,71809.0,white,michigan, usa,20 hours left
202,3160,ford,2017,clean vehicle,31563.0,gray,texas, usa,2 days left
203,8600,dodge,2005,clean vehicle,219823.0,gray,south carolina, usa,21 hours left
204,6000,chevrolet,2018,clean vehicle,42090.0,gray,texas, usa,21 hours left
205,12990,ford,2017,clean vehicle,126523.0,white,texas, usa,2 days left
206,25,chevrolet,2020,salvage insurance,7232.0,black,kentucky, usa,3 days left
207,13200,buick,2017,clean vehicle,60171.0,black,texas, usa,21 hours left
208,4410,ford,2017,clean vehicle,209915.0,white,texas, usa,2 days left
209,25,chrysler,2005,salvage insurance,151815.0,silver,massachusetts, usa,3 days left
210,22500,chevrolet,2020,clean vehicle,13826.0,green,georgia, usa,3 days left
211,7420,ford,2017,clean vehicle,55854.0,white,texas, usa,2 days left
212,13500,ford,2016,clean vehicle,45757.0,silver,arizona, usa,20 hours left
213,15500,chevrolet,2020,clean vehicle,16545.0,white,georgia, usa,3 days left
214,3540,ford,2017,clean vehicle,112893.0,white,texas, usa,2 days left
215,17000,ford,2016,clean vehicle,126802.0,no_color,florida, usa,2 hours left
216,45500,chevrolet,2020,clean vehicle,13303.0,white,georgia, usa,3 days left
217,4130,ford,2017,clean vehicle,34061.0,silver,texas, usa,2 days left
218,15700,ford,2015,clean vehicle,70251.0,white,arizona, usa,14 hours left
219,45500,chevrolet,2020,clean vehicle,13679.0,gray,georgia, usa,3 days left
220,4130,ford,2017,clean vehicle,42426.0,gray,texas, usa,2 days left
221,15500,dodge,2012,clean vehicle,66452.0,black,pennsylvania, usa,2 days left
222,16300,chevrolet,2020,clean vehicle,18221.0,white,georgia, usa,3 days left
223,4530,ford,2017,clean vehicle,41455.0,white,texas, usa,2 days left
224,15600,dodge,2011,clean vehicle,35275.0,black,pennsylvania, usa,2 days left
225,45500,chevrolet,2020,clean vehicle,13885.0,white,georgia, usa,3 days left
226,4100,ford,2017,clean vehicle,38815.0,gray,texas, usa,2 days left
227,18200,dodge,2011,clean vehicle,162281.0,white,pennsylvania, usa,2 days left
228,10200,chevrolet,2013,clean vehicle,56479.0,black,texas, usa,21 hours left
229,4080,ford,2017,clean vehicle,61027.0,black,texas, usa,2 days left
230,5700,ford,2014,clean vehicle,178703.0,white,florida, usa,2 hours left
231,10200,chevrolet,2014,clean vehicle,173469.0,white,texas, usa,21 hours left
232,5000,ford,2017,clean vehicle,37321.0,white,texas, usa,2 days left
233,1700,ford,2014,clean vehicle,112789.0,white,florida, usa,2 hours left
234,6200,bmw,2011,clean vehicle,80394.0,gray,texas, usa,21 hours left
235,3650,ford,2016,clean vehicle,68142.0,white,texas, usa,2 days left
236,10500,dodge,2014,clean vehicle,74203.0,white,arizona, usa,1 days left
237,43500,chevrolet,2018,clean vehicle,57604.0,white,georgia, usa,6 days left
238,4610,dodge,2016,clean vehicle,87229.0,silver,texas, usa,2 days left
239,3450,ford,2012,clean vehicle,90711.0,white,florida, usa,1 days left
240,38500,chevrolet,2018,clean vehicle,11135.0,silver,georgia, usa,3 days left
241,6810,ford,2016,clean vehicle,66781.0,silver,texas, usa,2 days left
242,2900,ford,2011,clean vehicle,190994.0,white,florida, usa,2 hours left
243,43500,chevrolet,2018,clean vehicle,56007.0,white,georgia, usa,6 days left
244,4450,ford,2016,clean vehicle,32486.0,white,texas, usa,2 days left
245,5800,ford,2011,clean vehicle,195908.0,white,florida, usa,2 hours left
246,16500,chevrolet,2018,clean vehicle,18020.0,silver,georgia, usa,3 days left
247,4240,dodge,2016,clean vehicle,83262.0,white,texas, usa,2 days left
248,26500,ford,2008,clean vehicle,62015.0,white,pennsylvania, usa,1 days left
249,13700,chevrolet,2017,clean vehicle,36421.0,silver,georgia, usa,3 days left
250,8600,ford,2016,clean vehicle,73321.0,white,texas, usa,2 days left
251,8000,ford,2008,clean vehicle,132379.0,white,florida, usa,2 days left
252,14200,chevrolet,2017,clean vehicle,28013.0,silver,georgia, usa,3 days left
253,7040,ford,2016,clean vehicle,33291.0,silver,texas, usa,2 days left
254,4700,ford,2005,clean vehicle,225236.0,no_color,florida, usa,2 hours left
255,30851,chevrolet,2016,clean vehicle,43176.0,red,georgia, usa,2 days left
256,4880,ford,2016,clean vehicle,36876.0,silver,texas, usa,2 days left
257,14500,dodge,2006,clean vehicle,111782.0,silver,pennsylvania, usa,3 days left
258,7600,chevrolet,2017,clean vehicle,110489.0,brown,nebraska, usa,5 hours left
259,13270,ford,2016,clean vehicle,84035.0,white,texas, usa,2 days left
260,12800,ford,2012,clean vehicle,131101.0,gray,arizona, usa,20 hours left
261,33000,chevrolet,2018,clean vehicle,52521.0,white,ontario, canada,10 days left
262,9280,ford,2016,clean vehicle,101380.0,white,texas, usa,2 days left
263,900,ford,2003,clean vehicle,142027.0,white,florida, usa,2 hours left
264,7560,ford,2016,clean vehicle,111476.0,gray,texas, usa,2 days left
265,19500,ford,2011,clean vehicle,76897.0,white,pennsylvania, usa,2 days left
266,17100,chevrolet,2019,clean vehicle,15780.0,white,washington, usa,2 days left
267,8020,ford,2016,clean vehicle,31944.0,white,texas, usa,2 days left
268,10300,ford,2019,clean vehicle,18937.0,black,missouri, usa,4 days left
269,22600,chevrolet,2019,clean vehicle,9706.0,white,washington, usa,2 days left
270,10480,ford,2016,clean vehicle,57289.0,gray,texas, usa,2 days left
271,10300,ford,2019,clean vehicle,19956.0,silver,missouri, usa,4 days left
272,22700,chevrolet,2019,clean vehicle,6075.0,white,washington, usa,2 days left
273,7410,ford,2016,clean vehicle,21034.0,gray,texas, usa,2 days left
274,10300,ford,2019,clean vehicle,22881.0,gray,missouri, usa,4 days left
275,10300,chevrolet,2013,clean vehicle,167600.0,gray,washington, usa,2 days left
276,7570,ford,2016,clean vehicle,37252.0,white,texas, usa,2 days left
277,67000,dodge,2019,clean vehicle,10944.0,blue,ohio, usa,21 hours left
278,18900,chevrolet,2019,clean vehicle,27601.0,white,texas, usa,21 hours left
279,12560,ford,2019,clean vehicle,15958.0,white,florida, usa,18 hours left
280,33000,dodge,2019,clean vehicle,32251.0,white,ohio, usa,21 hours left
281,18300,chevrolet,2019,clean vehicle,25809.0,black,texas, usa,21 hours left
282,11760,ford,2017,clean vehicle,30553.0,white,texas, usa,2 days left
283,31700,dodge,2019,clean vehicle,26549.0,red,ohio, usa,21 hours left
284,25,dodge,2007,salvage insurance,160528.0,dark blue,minnesota, usa,17 hours left
285,0,ford,2000,salvage insurance,124969.0,black,oklahoma, usa,17 hours left
286,7340,ford,2019,clean vehicle,15854.0,gray,florida, usa,17 hours left
287,8200,hyundai,2017,clean vehicle,56690.0,white,connecticut, usa,5 hours left
288,3000,kia,2013,clean vehicle,97142.0,silver,missouri, usa,9 days left
289,6530,jeep,2019,clean vehicle,10185.0,black,georgia, usa,17 hours left
290,0,mazda,2009,salvage insurance,117541.0,gray,indiana, usa,16 hours left
291,12700,kia,2019,clean vehicle,23514.0,silver,california, usa,10 days left
292,13800,kia,2017,clean vehicle,86959.0,gray,north carolina, usa,3 days left
293,0,chevrolet,1998,salvage insurance,258631.0,gray,texas, usa,17 hours left
294,725,ford,2017,salvage insurance,67279.0,gray,virginia, usa,2 days left
295,7400,ford,2019,clean vehicle,16482.0,gray,florida, usa,17 hours left
296,9800,hyundai,2017,clean vehicle,35687.0,red,connecticut, usa,5 hours left
297,0,honda,2003,salvage insurance,152608.0,white,arkansas, usa,17 hours left
298,4400,jeep,2019,clean vehicle,17911.0,green,georgia, usa,17 hours left
299,10330,infiniti,2019,clean vehicle,21278.0,blue,florida, usa,22 hours left
300,1800,chevrolet,2011,salvage insurance,47269.0,black,arkansas, usa,17 hours left
302,720,ford,2006,clean vehicle,26914.0,no_color,florida, usa,23 hours left
303,22800,ford,2017,clean vehicle,67217.0,red,michigan, usa,2 days left
304,2500,ford,2017,salvage insurance,78698.0,black,california, usa,19 hours left
305,0,ford,2003,salvage insurance,246065.0,gold,kansas, usa,8 days left
306,9190,gmc,2017,clean vehicle,41961.0,black,virginia, usa,17 hours left
307,10900,jeep,2019,clean vehicle,13273.0,red,michigan, usa,2 days left
308,10400,infiniti,2019,clean vehicle,31713.0,black,florida, usa,22 hours left
309,0,chevrolet,2004,salvage insurance,0.0,maroon,wyoming, usa,18 hours left
311,7320,chevrolet,2008,clean vehicle,325611.0,silver,florida, usa,22 hours left
312,22809,ford,2017,clean vehicle,50732.0,black,michigan, usa,20 hours left
313,0,ford,1998,salvage insurance,186855.0,blue,california, usa,19 hours left
314,0,ford,2013,salvage insurance,94004.0,black,minnesota, usa,17 hours left
315,5520,gmc,2017,clean vehicle,52904.0,silver,virginia, usa,17 hours left
316,10900,jeep,2019,clean vehicle,14195.0,orange,michigan, usa,2 days left
317,6330,jeep,2019,clean vehicle,43965.0,red,florida, usa,22 hours left
318,0,chevrolet,2009,salvage insurance,117059.0,black,colorado, usa,18 hours left
320,2320,dodge,2007,clean vehicle,112182.0,red,florida, usa,22 hours left
321,23702,ford,2017,clean vehicle,49024.0,black,michigan, usa,2 days left
322,0,ford,1994,salvage insurance,0.0,green,california, usa,19 hours left
323,0,ford,1997,salvage insurance,203297.0,green,minnesota, usa,17 hours left
324,5520,gmc,2017,clean vehicle,35821.0,silver,virginia, usa,17 hours left
325,4050,heartland,2018,clean vehicle,0.0,gray,pennsylvania, usa,7 days left
326,14810,infiniti,2019,clean vehicle,32611.0,brown,florida, usa,22 hours left
327,25,chevrolet,2011,salvage insurance,105244.0,white,colorado, usa,18 hours left
328,2960,chrysler,2008,clean vehicle,164048.0,red,florida, usa,23 hours left
329,24800,ford,2017,clean vehicle,46955.0,gray,michigan, usa,2 days left
330,0,ford,1996,salvage insurance,296860.0,green,california, usa,19 hours left
331,0,ford,2006,salvage insurance,203158.0,red,illinois, usa,17 hours left
332,6270,gmc,2017,clean vehicle,70443.0,black,virginia, usa,17 hours left
333,1880,heartland,2012,clean vehicle,0.0,white,pennsylvania, usa,7 days left
334,10050,infiniti,2019,clean vehicle,18229.0,gray,florida, usa,22 hours left
335,225,chevrolet,2014,salvage insurance,87673.0,red,colorado, usa,18 hours left
337,1420,chrysler,2007,clean vehicle,104405.0,gold,florida, usa,23 hours left
338,27003,ford,2017,clean vehicle,57186.0,black,michigan, usa,20 hours left
339,0,ford,2002,salvage insurance,214800.0,black,south carolina, usa,2 days left
340,350,ford,2004,salvage insurance,236980.0,gray,illinois, usa,17 hours left
341,5600,gmc,2017,clean vehicle,59808.0,black,virginia, usa,17 hours left
342,6680,heartland,2011,clean vehicle,0.0,gray,pennsylvania, usa,7 days left
343,10120,infiniti,2019,clean vehicle,20681.0,white,florida, usa,22 hours left
344,0,chevrolet,2010,salvage insurance,137422.0,red,colorado, usa,18 hours left
345,3920,ford,2015,clean vehicle,102700.0,white,georgia, usa,2 days left
346,23100,ford,2017,clean vehicle,53270.0,black,michigan, usa,20 hours left
347,0,gmc,2004,salvage insurance,235348.0,gold,south carolina, usa,2 days left
348,5630,gmc,2017,clean vehicle,27195.0,black,virginia, usa,17 hours left
349,0,heartland,2009,clean vehicle,0.0,white,pennsylvania, usa,7 days left
350,2800,jaguar,2019,clean vehicle,20849.0,black,florida, usa,22 hours left
351,0,chevrolet,2008,salvage insurance,159266.0,gray,california, usa,19 hours left
352,8850,ford,2015,clean vehicle,143818.0,black,georgia, usa,2 days left
353,18712,ford,2017,clean vehicle,67347.0,black,michigan, usa,20 hours left
354,0,ford,2009,salvage insurance,180364.0,blue,tennessee, usa,2 days left
355,0,ford,2009,salvage insurance,184889.0,black,illinois, usa,17 hours left
356,6300,gmc,2017,clean vehicle,117400.0,blue,virginia, usa,17 hours left
357,2220,heartland,2010,clean vehicle,0.0,white,pennsylvania, usa,7 days left
358,6930,jeep,2019,clean vehicle,47798.0,red,florida, usa,22 hours left
359,25,chevrolet,2008,salvage insurance,130623.0,white,california, usa,8 days left
360,3440,ford,2015,clean vehicle,124542.0,white,georgia, usa,2 days left
361,50412,ford,2017,clean vehicle,47129.0,black,michigan, usa,2 days left
362,25,ford,1994,salvage insurance,206162.0,white,georgia, usa,2 days left
